Title,Author,Score,Ratings,Published
The Baller,Vi Keeland,4.01,47358,2016
The Horoscope Writer,Ash Bishop,3.88,99,2023
Groundwork of the Metaphysics of Morals,Immanuel Kant,3.83,19575,1785
Inside Out,Demi Moore,3.9,39531,2019
"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction",Jarrett J. Krosoczka,4.14,31927,2018
"Asher (Ashes &amp; Embers, #6)",Carian Cole,4.39,6473,2020
Brooms,Jasmine Walls,4.33,51,2023
The Whittiers,Danielle Steel,4.2,11408,2022
My Happy Marriage 04,Akumi Agitogi,4.37,206,2022
Prima regola: non innamorarsi,Felicia Kingsley,4.29,6833,2020
The Demon Sword Asperides,Sarah Jean Horwitz,4.05,40,2023
"나 혼자만 레벨업 1 (Solo Leveling, Manhwa #1)",Chugong,4.49,17817,2019
"Perełka. Część 2 (Rodzina Monet, #3B)",Weronika Anna Marczak,4.42,5552,2023
The Coffee Bean: A Simple Lesson to Create Positive Change,Jon Gordon,4.06,3242,2019
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.83,871419,2011
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.98,443333,2010
Remarkably Ruby,Terri Libenson,4.22,1388,2022
Where the Crawdads Sing,Delia Owens,4.4,2646661,2018
From Crook to Cook: Platinum Recipes from Tha Boss Dogg&#39;s Kitchen,Chronicle Books,4.21,2171,2018
The Screaming Child,Scott Adlerberg,3.67,24,2023
Between the World and Me,Ta-Nehisi Coates,4.4,319074,2015
"A Dirty Job (Grim Reaper, #1)",Christopher Moore,4.03,116989,2006
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy J. Keller,4.47,34820,2011
Consumed,Greg  Buchanan,4.24,33,2023
"Less Is Lost (Arthur Less, #2)",Andrew Sean Greer,3.74,13309,2022
Part of Your World: A Twisted Tale Graphic Novel,Stephanie Kate Strohm,3.86,371,2023
The Light on Farallon Island,Jen Wheeler,3.9,5927,2023
Our Vengeful Souls,Kristi McManus,3.88,133,2023
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.84,826379,2012
"Bad Liar (Broussard and Fourcade, #3)",Tami Hoag,4.33,12,2023
"The Perfect Play (Play by Play, #1)",Jaci Burton,3.89,39369,2011
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,3.86,1497239,1818
Detaljerna,Ia Genberg,3.96,5551,2022
"Death Note, Vol. 5: Whiteout (Death Note, #5)",Tsugumi Ohba,4.32,28025,2005
The Wife Between Us,Greer Hendricks,3.85,359547,2018
Killers of a Certain Age,Deanna Raybourn,3.88,65825,2022
Grit: The Power of Passion and Perseverance,Angela Duckworth,4.08,113896,2016
Diary of a Tuscan Bookshop: A Memoir,Alba Donati,3.56,1481,2022
"You (You, #1)",Caroline Kepnes,3.95,229216,2014
"Night  (The Night Trilogy, #1)",Elie Wiesel,4.37,1186838,1956
Helgoland: Making Sense of the Quantum Revolution,Carlo Rovelli,4.1,6444,2020
You Can Trust Me,Kiersten Modglin,4.09,2232,2023
The Book Eaters,Sunyi Dean,3.66,26869,2022
Darkhearts,James L. Sutter,3.79,638,2023
Becoming,Michelle Obama,4.47,970897,2018
Fifth Avenue Glamour Girl,Renée Rosen,4.09,2883,2023
Flowers on the Moon,Billy Chapata,4.16,2432,2020
Claudia and the New Girl,Gabriela  Epstein,4.19,5597,2021
Nazi Billionaires: The Dark History of Germany&#39;s Wealthiest Dynasties,David de Jong,4.21,1625,2022
Cujo,Stephen King,3.77,271584,1981
Bookshop by the Sea,Denise Hunter,3.82,7879,2021
Trilogía Fuego 2. Ciudades de cenizas,Joana Marcús,4.36,17335,2021
A Place for Us: A Memoir,Brandon J. Wolf,4.35,1030,2023
The Blind Side,Michael   Lewis,4.17,94048,2006
"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.6,571959,2016
Murakami T: The T-Shirts I Love,Haruki Murakami,3.59,2316,2020
The Song of Achilles,Madeline Miller,4.35,1266359,2011
Roma soy yo: La verdadera historia de Julio César,Santiago Posteguillo,4.55,5025,2022
Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation or How He Became Comfortable Eating Live Squid,J. Maarten Troost,3.77,11667,2008
The Hidden Hindu,Akshat Gupta,3.97,1162,2020
"彼女が公爵邸に行った理由 4 (Why Raeliana Ended Up at the Duke&#39;s Mansion, Vol. 4)",Whale,4.41,1618,2020
1964: Eyes of the Storm,Paul McCartney,4.53,199,2023
Something Unexpected,Vi Keeland,4.32,2151,2023
A Confederacy of Dunces,John Kennedy Toole,3.89,266910,1980
The Time Machine,H.G. Wells,3.9,498949,1895
"Sheets (Sheets, #1)",Brenna Thummler,3.85,37081,2018
Blind Bake (Maddie Baker Mystery #1),Denise Grover Swank,4.5,1559,2022
Through the Groves: A Memoir,Anne Hull,3.9,175,2023
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.15,104483,2000
Always Isn&#39;t Forever,J.C. Cervantes,4.05,568,2023
Between Us,Mhairi McFarlane,3.92,4334,2023
Cat Lady,Dawn O\'Porter,3.94,6357,2022
"Let&#39;s Play, Vol. 3",Leeanne M. Krecic,4.28,705,2023
Dirt Creek,Hayley Scrivenor,3.87,10512,2022
"Fables, Vol. 1: Legends in Exile (Fables, #1)",Bill Willingham,3.98,138784,2002
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,908418,2007
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.52,145968,2021
The Island Villa,Sarah Morgan,3.97,1551,2023
"SPY×FAMILY 2 (SPY×FAMILY, #2)",Tatsuya Endo,4.57,37320,2019
These Silent Woods,Kimi Cunningham Grant,4.11,49200,2021
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.45,310563,1971
Dawn of the Void Book One,Phil Tucker,4.43,1666,2023
The Endless Vessel,Charles Soule,3.91,875,2023
The Murders at Fleat House,Lucinda Riley,4.14,22423,2022
The Republic,Plato,3.96,196885,-375
The Infinite Game,Simon Sinek,4.17,21177,2019
Thrown,Sara Cox,3.82,8243,2022
The Cost of Living: A Working Autobiography,Deborah Levy,4.18,13680,2018
Thicker Than Water,Megan  Collins,3.62,1068,2023
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.69,727644,2000
Poison for Breakfast,Lemony Snicket,3.87,12956,2021
"Throne (Royal Trilogy, #3)",Sylwia Zandler,4.03,3514,2022
Bear With Me Now,Katie   Shepard,3.11,884,2023
The Dead Romantics,Ashley Poston,3.98,99008,2022
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.14,293766,2000
Blue Hawaiian (Blackwood Cellars #1),Carla Luna,3.63,1964,2021
Becoming Kin: An Indigenous Call to Unforgetting the Past and Reimagining Our Future,Patty Krawec,4.66,467,2022
A Thousand Splendid Suns,Khaled Hosseini,4.42,1454151,2007
Cash,Johnny Cash,4.01,23575,1997
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,4.38,316029,1996
Green Eggs and Ham,Dr. Seuss,4.3,742885,1960
とんがり帽子のアトリエ 10 [Tongari Bōshi no Atelier 10],Kamome Shirahama,4.49,2397,2022
One More Croissant for the Road,Felicity Cloake,3.89,2320,2019
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.2,514372,2020
Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,17560,2002
チェンソーマン 2 [Chainsaw Man 2],Tatsuki Fujimoto,4.3,25215,2019
"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,4.01,66494,1994
Swamp Story,Dave Barry,3.95,3354,2023
Heart Cold as Gold (Fae of the Sun and Moon #2),Jewel Jeffers,4.41,63,2023
The Clearing,Simon Toyne,4.04,174,2023
"Ghost (Track, #1)",Jason Reynolds,4.21,42442,2016
Demon Slayer T23,Koyoharu Gotouge,4.69,9673,2020
"Focused (Ward Sisters, #1)",Karla Sorensen,4.01,18423,2020
The Rise and Fall of the Dinosaurs: A New History of a Lost World,Stephen Brusatte,4.19,28486,2018
Cult Classic (Eric Carter #9),Stephen Blackmoore,4.69,198,2023
Everything Happens for a Reason: And Other Lies I&#39;ve Loved,Kate Bowler,3.8,45308,2018
Humankind: A Hopeful History,Rutger Bregman,4.33,52774,2019
A Rover&#39;s Story,Jasmine Warga,4.33,3046,2022
The King of the Spoil,Jonathan D. Beer,4.06,36,2023
Eight Bears: Mythic Past and Imperiled Future,Gloria Dickie,4.43,167,2023
Rich Waters (Jason Rich #2),Robert  Bailey,4.52,2649,2023
Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,Jay Shetty,4.22,55503,2020
"Everyone in My Family Has Killed Someone (Ernest Cunningham, #1)",Benjamin   Stevenson,3.83,44208,2022
Duet Me Not,Lilian Li,4.35,78,2023
Karen&#39;s Haircut: A Graphic Novel (Baby-Sitters Little Sister #7) (Baby-Sitters Little Sister Graphix),Ann M. Martin,4.12,255,2023
Turtles All the Way Down,John Green,3.9,529666,2017
"Transmission (The Invasion Chronicles, #1)",Morgan Rice,3.64,2742,2018
The Last Lifeboat,Hazel Gaynor,4.42,1326,2023
The Things They Carried,Tim O\'Brien,4.14,299877,1990
Malgré tout,Jordi Lafebre,4.39,5709,2020
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,224597,1974
"Raphael (An Incubus&#39; Mate, #1)",Toby Wise,4.28,115,2023
Ikigai: The Japanese Secret to a Long and Happy Life / The Little Book of Lykke / Lagom: The Swedish Art of Balanced Living,Hector Garcia Puigcerver,3.87,39413,2018
The All-American,Susie Finkbeiner,4.48,252,2023
Is It Hot in Here? Or Am I Suffering for All Eternity for the Sins I Committed on Earth?,Zach  Zimmerman,3.67,1003,2023
"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.29,48198,1979
Moorewood Family Rules,HelenKay Dimon,3.35,1805,2023
How to Cook Everything: Simple Recipes for Great Food,Mark Bittman,3.99,97531,1998
The Forsaken Planet,Bryan   Wilson,4.22,23,2023
"Happy: A Song of Joy and Thanks for Little Ones, based on Psalm 92.",Sally Lloyd-Jones,4.46,13,2023
The Glow,Jessie Gaynor,3.47,539,2023
The Tommyknockers,Stephen King,3.59,146804,1987
"Mark of the Fool 2 (Mark of the Fool, #2)",J.M. Clarke,4.48,2492,2023
"Hawkeye, Volume 1: My Life as a Weapon",Matt Fraction,4.15,51615,2013
Don&#39;t Let Her Stay,Nicola Sanders,4.05,36897,2023
Gentle Is the Angel of Death (Nameless: Season Two #2),Dean Koontz,4.21,8811,2021
"Alex (Cold Fury Hockey, #1)",Sawyer Bennett,3.96,26862,2014
Letters from a Stoic,Seneca,4.35,36083,65
"The Score (Off-Campus, #3)",Elle Kennedy,4.18,268112,2016
Born a Crime: Stories From a South African Childhood,Trevor Noah,4.49,638282,2016
The Traitor Beside Her,Mary Anna Evans,3.8,207,2023
Song of My Softening,Omotara James,4,7,2023
"The Sleep Experiment (World&#39;s Scariest Legends, #2)",Jeremy Bates,3.66,4871,2019
Misfortune Cookie (Noodle Shop Mystery #9),Vivien Chien,4.06,396,2023
"Never Admire an Adventurer (Fortune&#39;s Brides: Guarding Her Heart, #2)",Regina Scott,4.21,34,2023
Chip War: The Fight for the World&#39;s Most Critical Technology,Chris   Miller,4.48,10135,2022
"Falling Bodies (The Far Reaches, #3)",Rebecca Roanhorse,3.73,1581,2023
The Catcher in the Rye,J.D. Salinger,3.8,3364076,1951
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution: A Cookbook",Alice Waters,3.92,25207,2007
The Martyr&#39;s Tomb (Dawn of Fire #6),Marc  Collins,3.81,63,2023
The Third Baseman (The New York Lions #1),Lulu Moore,3.99,2978,2023
Wholehearted Faith,Rachel Held Evans,4.44,5529,2021
Lives of the Stoics: The Art of Living from Zeno to Marcus Aurelius,Ryan Holiday,4.03,4867,2020
Clapton: The Autobiography,Eric Clapton,3.82,27088,2007
Panza de burro,Andrea Abreu López,3.84,13233,2020
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.13,327716,1901
"Only Good Enemies (Galactic Bonds, #2)",Jennifer Estep,4.29,869,2023
"Girl, Forgotten (Andrea Oliver, #2)",Karin Slaughter,4.04,68081,2022
"The Book of Cocktail Ratios: The Surprising Simplicity of Classic Cocktails (Ruhlman&#39;s Ratios, #2)",Michael Ruhlman,4.51,39,2023
The Personal MBA: Master the Art of Business,Josh Kaufman,4.11,39441,2010
The Westing Game,Ellen Raskin,4.01,203769,1978
The Sun Will Rise and So Will We,Jennae Cecelia,3.67,2839,2020
Sharp Objects,Gillian Flynn,4.01,958347,2006
"Holes (Holes, #1)",Louis Sachar,3.99,1152017,1998
"Kenna&#39;s Dragon (Monster Relations Bureau, #2)",Leigh  Miller,4.13,172,2023
With a Kiss We Die,L.R. Dorn,3.82,217,2023
"It&#39;s Not Hansel and Gretel (It’s Not a Fairy Tale, 2)",Josh Funk,4.09,1513,2019
Detonation Boulevard,Alastair Reynolds,3.89,193,2023
Homer and His Iliad,Robin Lane Fox,4.4,5,2023
The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,3.92,25954,2016
"The Game Plan (Game On, #3)",Kristen Callihan,4.08,31006,2015
呪術廻戦 22 [Jujutsu Kaisen 22],Gege Akutami,4.4,1290,2023
The Ugly History of Beautiful Things: Essays on Desire and Consumption,Katy Kelleher,3.67,330,2023
Girls to the Front: The True Story of the Riot Grrrl Revolution,Sara Marcus,3.97,7726,2010
"Charlie, Love and Clichés",Ella Maise,3.7,5851,2023
No Matter the Wreckage: Poems,Sarah Kay,4.21,14448,2014
Many Things Under a Rock: The Mysteries of Octopuses,David Scheel,3.85,117,2023
Y/N,Esther Yi,3.13,2044,2023
More Happy Than Not,Adam Silvera,3.97,60718,2015
All the Skills 2 (All the Skills #2),Honour Rae,4.64,2387,2023
The Poorcraft Cookbook,Nero Villagallos O\'Reilly,4.03,68,2022
Windy with a Chance of Wolfsbane,Mandy M. Roth,4.69,178,2023
"The Girl in Cabin 13 (Emma Griffin FBI Mystery, #1)",A.J. Rivers,3.98,31573,2019
"Women We Buried, Women We Burned: A Memoir",Rachel Louise Snyder,4.09,1126,2023
Wes &amp; Liz’s College Road Trip,Lynn Painter,4.5,3564,2022
キングダム 69 [Kingdom 69],Yasuhisa Hara,4.57,7,2023
The Queens of New York,E. L. Shen,4.17,262,2023
Please Love Me at My Worst,Michaela Angemeer,3.91,5365,2021
The True Love Experiment,Christina Lauren,4.24,49573,2023
"Bad Friends 2 (Friends, #2)",Aleksandra Negrońska,4.18,2570,2022
Romantic Comedy,Curtis Sittenfeld,3.73,85406,2023
Elinor Wonders Why: How to Carry a Cupcake,Jorge Cham,4,16,2023
とんがり帽子のアトリエ 7 [Tongari Bōshi no Atelier 7],Kamome Shirahama,4.52,4766,2020
"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.97,137460,1987
"Long Shot (Hoops, #1)",Kennedy Ryan,4.2,37798,2018
"Mister Bodyguard (Morgan Brothers, #4)",Lauren Rowe,4.26,3105,2018
Scarred,Sarah  Edmondson,3.94,3024,2019
The Rise of Theodore Roosevelt,Edmund Morris,4.22,53757,1979
"Power Play (The Calway Family, #1)",T.D. Colbert,4.09,129,2023
The Inflammation Spectrum: Find Your Food Triggers and Reset Your System,Will Cole,3.66,1700,2019
Confessions,Augustine of Hippo,3.95,60639,378
Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,4.33,35340,1994
This Town is on Fire,Pamela N. Harris,4.16,74,2023
"In the Woods (Dublin Murder Squad, #1)",Tana French,3.79,383728,2007
"Game Changer (Vancouver Orcas, #2)",Amy Aislin,4.29,235,2023
"An Illustrated Life: Drawing Inspiration from the Private Sketchbooks of Artists, Illustrators and Designers",Danny Gregory,3.71,25133,2008
"The Archive Undying (The Downworld Sequence, #1)",Emma Mieko Candon,3.42,338,2023
Stepping Up,Sarah   Turner,4.39,5324,2022
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.93,78975,2001
ゆびさきと恋々 9 [Yubisaki to Renren 9],Suu Morishita,4.56,78,2023
"薬屋のひとりごと 7 [Kusuriya no Hitorigoto 7] (The Apothecary Diaries [Nekokurage], #7)",Nekokurage,4.49,1894,2020
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,4.43,143432,2014
Carrie Soto Is Back,Taylor Jenkins Reid,4.23,364958,2022
Just the Nicest Couple,Mary Kubica,3.56,65535,2023
"Leah on the Offbeat (Simonverse, #3)",Becky Albertalli,3.8,73216,2018
"Meeting Her Match (Milwaukee Wolfpack, #2)",Liz Lincoln,3.88,8,2023
"One Dark Window (The Shepherd King, #1)",Rachel Gillig,4.33,20691,2022
The Husband Game (Relationship Goals #1),Brigham Vaughn,4.3,620,2023
Ariel,Sylvia Plath,4.2,74629,1965
Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback,Robyn Davidson,3.92,15081,1980
Boys in the Valley,Philip Fracassi,4.41,760,2023
A Cryptic Clue (Hunter and Clewe #1),Victoria Gilbert,3.69,390,2023
Captivating: Unveiling The Mystery Of A Woman's Soul,John Eldredge,3.92,79221,2004
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.25,900014,2006
Twilight at Moorington Cross: A Regency Romance,Abigail Wilson,3.89,840,2022
Edible Economics: A Hungry Economist Explains the World,Ha-Joon Chang,3.85,679,2022
"Yesterday&#39;s Treasures (Blueberry Beach, #1)",Jessie Gussman,4.38,2372,2021
The Auschwitz Protocol (The Sikora Files #1),Jack Carnegie,4.53,742,2019
Heavier Than Heaven: A Biography of Kurt Cobain,Charles R. Cross,4.11,30689,2001
"Blind Side (Red Zone Rivals, #2)",Kandi Steiner,4.01,58356,2022
"Charm (Crave, #5)",Tracy Wolff,4.29,21673,2022
We Are All So Good at Smiling,Amber McBride,4,2505,2023
Owner of a Lonely Heart: A Memoir,Beth Nguyen,3.75,237,2023
"My Happy Marriage, Vol. 4 (light novel) (My Happy Marriage (novel))",Akumi Agitogi,4.15,166,2020
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.05,75343,1995
"Good Boy (WAGs, #1)",Sarina Bowen,4.03,22781,2017
The Last Animal,Ramona Ausubel,3.62,1547,2023
The Intelligent Investor,Benjamin Graham,4.25,122011,1949
The High 5 Habit: Take Control of Your Life with One Simple Habit,Mel Robbins,4.29,8367,2021
Crying in H Mart,Michelle Zauner,4.28,317570,2021
"Vow of Thieves (Dance of Thieves, #2)",Mary E. Pearson,4.36,59233,2019
"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,4.26,165576,1915
Falling Short,Ernesto Cisneros,4.19,1057,2022
I've Got Your Number,Sophie Kinsella,3.94,221315,2011
Yummy: A History of Desserts,Victoria Grace  Elliott,4.14,748,2021
Overruled (The Defiant Kings #4),Bella  Matthews,4.65,685,2023
"Something Blue (Darcy & Rachel, #2)",Emily Giffin,3.94,219549,2005
The Liars' Club,Mary Karr,3.93,66884,1995
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3099098,2005
A Killer’s Game (Daniela Vega #1),Isabella Maldonado,4.18,6741,2023
"When Stars Collide (Chicago Stars, #9)",Susan Elizabeth Phillips,3.83,11956,2021
Remedies for Disappearing,Alexa Patrick,4.36,14,2023
The Writing Retreat,Julia Bartz,3.45,39740,2023
Trillion,Winter Renshaw,4.13,4822,2020
"Something is Killing the Children, Vol. 6",James Tynion IV,4.31,621,2023
Last Night at the Telegraph Club,Malinda Lo,4.24,68059,2021
Seventeen,Joe Gibson,4.5,92,2023
Slip,Marika McCoola,3.55,1517,2022
The Odyssey,Homer,3.8,1030837,-700
Premier sang,Amélie Nothomb,3.82,4123,2021
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4,40763,2014
"Bring Down the Stars (Beautiful Hearts, #1)",Emma   Scott,4.26,12309,2018
Skandar et le cavalier fantôme - tome 2,A.F. Steadman,4.43,969,2023
Unbreak My Heart: A Steamy Second Chance Romance,Jennifer Probst,3.88,153,2023
Penance,Eliza  Clark,4.32,1602,2023
"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,4.34,23659,2021
Slow AF Run Club: The Ultimate Guide for Anyone Who Wants to Run,Martinus Evans,4.41,448,2023
The Masterpiece,Fiona  Davis,3.84,26149,2018
"Home Game (Vegas Aces, #1)",Lisa Suzanne,3.76,6358,2021
Misfits: A Personal Manifesto,Michaela Coel,4.19,4071,2021
"Highball Rush (Bootleg Springs, #6)",Claire Kingsley,4.59,9956,2019
A Good House for Children,Kate   Collins,3.8,620,2023
Qui a tué mon père,Édouard Louis,4.13,11551,2018
Happiness Becomes You: A Guide to Changing Your Life for Good,Tina   Turner,4.21,1817,2020
Aniana del Mar Jumps In,Jasminne Mendez,4.15,285,2023
Crow Mary,Kathleen Grissom,4.39,1669,2023
The Way of Zen,Alan W. Watts,4.17,20406,1957
